student_id,age,attendance_percentage,math_score,science_score,english_score,overall_score,final_grade
12737,16,70.0,36.8,59.4,33.5,36.8,f
12738,17,97.2,67.6,70.7,42.4,60.6,d
12739,14,98.0,91.0,89.3,80.0,82.8,c
12740,18,86.3,19.4,32.8,32.9,36.6,f
12741,16,58.4,34.0,60.8,47.2,51.8,e
12742,19,98.6,33.2,24.8,27.4,39.7,f
12743,15,71.9,54.8,57.0,71.5,55.3,d
12744,14,73.2,78.5,69.8,92.1,79.4,c
12745,15,81.8,100.0,93.5,100.0,99.2,a
12746,19,85.8,38.8,56.8,38.1,49.2,e
12747,15,98.1,31.6,19.1,47.3,42.9,e
12748,18,98.5,89.9,86.3,100.0,100.0,a
12749,19,70.7,77.1,60.2,68.7,66.8,d
12750,15,57.1,73.9,40.9,70.1,67.1,d
12751,17,95.8,71.5,86.6,83.9,85.3,b
12752,15,55.9,66.1,53.7,59.2,59.6,d
12753,16,77.6,46.9,60.0,72.1,53.2,e
12754,15,58.3,71.0,88.2,70.2,85.8,b
12755,18,67.9,58.7,57.2,57.7,59.9,d
12756,19,76.5,70.1,63.7,80.5,72.0,c
12757,15,85.2,100.0,100.0,91.0,97.2,a
12758,15,98.8,63.4,71.0,71.7,65.2,d
12759,18,95.9,100.0,100.0,92.4,89.7,b
12760,16,76.0,73.4,59.5,72.5,61.6,d
12761,17,65.6,72.6,74.1,75.5,79.0,c
12762,18,76.8,60.1,57.4,58.7,62.7,d
12763,14,68.3,62.9,72.1,55.7,53.9,e
12764,19,73.0,67.2,86.4,67.1,67.6,d
12765,16,95.7,100.0,100.0,99.4,97.4,a
12766,17,75.7,93.7,69.3,90.2,84.0,c
12767,16,52.1,58.7,77.8,77.9,75.7,c
12768,18,84.2,100.0,100.0,97.0,100.0,a
12769,17,64.0,57.3,63.7,43.5,53.9,e
12770,15,60.7,90.3,75.0,89.5,86.5,b
12771,15,88.3,34.9,36.2,19.8,31.9,f
12772,19,58.3,46.0,77.3,48.7,43.2,e
12773,17,80.5,76.6,46.6,56.5,59.0,d
12774,15,90.9,99.7,100.0,92.7,96.1,a
12775,14,65.0,44.7,57.0,44.2,49.6,e
12776,14,73.6,53.4,46.5,59.4,57.8,d
12777,19,78.9,42.5,52.6,43.4,45.3,e
12778,19,82.1,54.8,42.3,39.0,42.5,e
12779,16,98.6,58.1,75.5,73.3,68.9,d
12780,15,94.4,62.2,45.5,44.1,47.3,e
12781,16,60.5,79.9,81.5,82.0,78.2,c
12782,14,77.3,57.6,82.7,90.0,79.3,c
12783,17,57.9,86.7,71.3,73.9,73.8,c
12784,17,53.0,66.6,56.3,58.9,58.7,d
12785,19,68.4,80.5,83.4,63.9,84.3,c
12786,15,66.0,58.8,53.2,62.6,56.9,d
12787,15,78.5,64.2,51.8,37.5,55.1,d
12788,14,82.1,64.1,38.5,56.0,52.5,e
12789,16,69.3,61.6,55.8,59.1,63.1,d
12790,17,93.4,88.9,59.5,73.0,75.4,c
12791,14,92.1,60.3,72.6,51.3,62.1,d
12792,18,86.1,100.0,97.2,84.6,92.5,b
12793,16,67.5,61.3,82.2,54.8,77.2,c
12794,18,62.1,65.5,45.2,61.2,50.2,e
12795,16,55.8,37.2,45.6,53.3,54.7,e
12796,14,62.5,56.4,59.7,59.7,64.3,d
12797,14,98.0,60.4,42.5,28.0,50.2,e
12798,17,70.9,46.2,27.9,40.8,45.2,e
12799,17,70.8,84.5,77.0,65.2,77.4,c
12800,18,73.5,49.2,54.6,38.9,61.1,d
12801,19,82.4,40.2,49.1,52.9,48.7,e
12802,14,96.0,60.5,53.5,57.7,63.4,d
12803,15,55.7,40.0,41.7,81.4,55.6,d
12804,15,91.0,58.3,46.8,45.3,47.0,e
12805,14,72.4,88.9,68.6,85.4,89.5,b
12806,14,63.7,56.7,79.0,84.0,68.1,d
12807,14,77.2,28.5,30.2,25.3,29.1,f
12808,17,77.0,87.7,83.2,88.2,87.8,b
12809,14,56.7,59.0,52.4,67.0,54.1,e
12810,15,54.9,84.1,98.8,86.8,85.3,b
12811,14,81.3,47.6,53.6,51.7,55.3,d
12812,18,86.8,55.2,57.8,70.4,57.4,d
12813,17,80.7,100.0,78.5,95.3,85.9,b
12814,19,67.6,84.8,95.3,100.0,81.3,c
12815,14,77.8,80.1,93.6,100.0,89.8,b
12816,15,95.3,100.0,100.0,91.0,90.0,b
12817,16,96.2,100.0,79.6,100.0,100.0,a
12818,17,61.6,44.0,27.5,38.6,38.8,f
12819,14,54.8,73.9,74.7,65.5,74.5,c
12820,15,82.7,53.4,75.9,70.8,68.2,d
12821,16,58.7,41.1,52.4,54.7,42.1,e
12822,14,90.1,51.4,63.7,74.5,63.8,d
12823,16,64.0,41.7,30.0,31.5,38.7,f
12824,18,57.5,13.3,25.7,27.9,34.2,f
12825,17,90.8,57.0,64.8,60.9,51.2,e
12826,16,60.4,7.9,31.2,18.5,25.6,f
12827,16,50.4,60.9,70.1,52.0,60.0,d
12828,19,91.1,92.2,95.7,68.5,76.6,c
12829,17,54.7,28.1,6.7,35.5,37.5,f
12830,17,71.0,66.8,63.1,85.7,73.4,c
12831,19,69.8,44.7,28.5,41.1,41.0,e
12832,14,57.1,47.5,31.7,49.0,53.0,e
12833,14,51.8,97.0,89.8,97.8,85.1,b
12834,16,54.2,61.4,52.5,58.1,64.2,d
12835,15,71.4,72.0,55.4,53.2,62.3,d
12836,15,97.9,81.9,76.8,74.6,77.1,c
12837,14,86.2,36.4,35.8,33.2,35.9,f
12838,19,85.7,66.5,80.2,68.2,65.1,d
12839,17,83.5,55.5,56.0,73.7,51.9,e
12840,18,88.5,68.2,50.3,61.1,72.0,c
12841,14,76.5,93.3,74.6,78.7,81.6,c
12842,16,99.3,78.4,82.7,98.5,91.2,b
12843,17,80.4,98.8,100.0,91.2,82.7,c
12844,17,81.5,72.3,99.6,100.0,85.2,b
12845,18,51.1,71.2,59.8,71.1,60.9,d
12846,18,87.7,82.3,55.1,59.6,62.8,d
12847,16,67.8,100.0,94.7,88.9,90.5,b
12848,18,88.7,47.2,72.5,59.5,67.7,d
12849,15,92.4,89.6,87.8,88.3,89.1,b
12850,14,51.1,17.0,0.0,23.3,16.7,f
12851,19,69.2,74.9,53.7,58.6,58.7,d
12852,14,95.2,59.7,67.5,72.1,73.4,c
12853,15,56.4,37.1,30.3,44.3,37.5,f
12854,14,87.2,65.7,57.8,84.4,75.2,c
12855,15,66.2,92.1,98.4,97.9,90.0,b
12856,16,75.5,72.0,77.1,88.4,77.4,c
12857,14,95.2,39.4,30.3,40.3,37.7,f
12858,16,81.6,42.9,32.7,36.7,46.6,e
12859,19,71.7,44.8,51.8,54.7,59.3,d
12860,14,84.9,71.4,64.2,58.4,61.6,d
12861,19,61.1,1.6,33.0,23.4,21.7,f
12862,16,50.6,22.2,32.4,31.2,20.7,f
12863,17,80.9,49.8,43.5,55.6,52.9,e
12864,16,93.1,58.2,76.7,41.6,51.6,e
12865,15,85.0,80.9,82.3,66.7,59.2,d
12866,14,76.0,74.5,79.6,96.9,93.0,b
12867,17,57.2,88.2,83.3,99.0,94.5,b
12868,19,54.2,81.1,81.6,100.0,83.3,c
12869,17,64.0,40.5,59.2,72.5,48.0,e
12870,17,98.2,60.8,67.4,59.6,53.8,e
12871,17,73.1,61.6,66.3,60.3,61.9,d
12872,16,90.2,76.2,91.0,91.7,83.6,c
12873,14,50.6,55.6,66.9,42.0,65.8,d
12874,17,73.6,69.6,94.1,76.3,90.2,b
12875,19,62.3,64.1,62.4,70.5,57.9,d
12876,15,97.6,93.6,93.8,94.7,100.0,a
12877,19,59.9,94.4,97.9,70.2,75.7,c
12878,19,52.5,47.1,45.9,45.6,34.7,f
12879,15,58.1,48.9,60.4,54.2,51.9,e
12880,17,53.2,57.5,56.5,59.7,58.9,d
12881,18,65.8,37.3,40.1,50.0,46.1,e
12882,16,99.8,59.3,44.7,69.6,61.0,d
12883,18,96.5,66.1,67.9,86.7,70.7,c
12884,19,78.6,64.1,67.3,51.1,64.9,d
12885,17,91.6,100.0,87.7,100.0,100.0,a
12886,19,70.0,70.6,47.2,65.0,51.1,e
12887,18,94.6,81.9,85.0,67.7,88.7,b
12888,18,60.5,31.8,55.4,54.4,47.8,e
12889,19,70.2,76.9,87.0,79.3,80.1,c
12890,15,56.0,46.3,37.6,32.7,45.7,e
12891,14,96.8,79.8,71.0,72.0,74.7,c
12892,14,66.9,100.0,85.5,100.0,90.3,b
12893,15,62.3,36.3,40.5,32.2,50.9,e
12894,18,61.1,80.6,72.7,85.8,77.9,c
12895,17,73.7,77.7,61.2,48.3,58.9,d
12896,16,75.2,53.9,35.0,71.6,50.5,e
12897,14,83.6,74.8,90.9,100.0,86.1,b
12898,18,90.5,26.9,32.8,34.0,42.5,e
12899,16,85.1,80.0,67.9,81.1,82.0,c
12900,18,74.6,67.8,45.7,60.3,52.3,e
12901,14,76.8,75.6,75.1,89.8,76.8,c
12902,15,98.8,62.8,74.9,76.2,70.5,c
12903,14,72.4,32.6,38.1,29.8,44.5,e
12904,15,66.1,51.7,36.0,22.3,31.5,f
12905,19,82.3,48.7,71.4,71.1,69.6,d
12906,16,83.6,41.6,57.4,40.5,45.7,e
12907,16,96.9,62.0,71.0,74.3,73.6,c
12908,15,67.6,86.1,82.0,75.2,87.8,b
12909,15,75.5,43.5,71.1,34.5,44.7,e
12910,18,81.2,77.6,79.0,56.7,69.1,d
12911,19,85.4,85.0,92.3,100.0,100.0,a
12912,18,52.0,83.8,94.0,91.9,84.1,c
12913,18,95.0,18.0,55.3,35.2,35.1,f
12914,16,58.9,51.1,70.2,51.5,68.6,d
12915,14,61.3,45.4,50.3,51.5,48.7,e
12916,18,84.7,88.1,76.4,82.9,83.7,c
12917,18,59.9,49.7,53.8,55.8,42.5,e
12918,17,56.7,47.4,47.1,41.7,42.3,e
12919,14,97.5,65.1,49.9,55.4,65.6,d
12920,18,82.2,41.5,36.9,39.2,38.5,f
12921,19,97.4,59.6,63.0,57.8,64.0,d
12922,15,53.2,36.1,42.6,39.6,45.4,e
12923,14,51.8,72.5,78.8,76.7,81.4,c
12924,18,64.0,69.1,54.5,68.0,71.6,c
12925,15,51.9,59.1,88.2,64.1,67.0,d
12926,18,71.9,69.3,50.4,47.9,52.7,e
12927,18,98.1,93.5,100.0,100.0,100.0,a
12928,15,67.8,43.6,58.4,50.9,63.1,d
12929,14,86.6,54.8,33.4,48.7,47.9,e
12930,17,82.3,75.7,69.1,62.5,68.4,d
12931,16,51.6,51.8,60.5,44.8,51.0,e
12932,19,61.6,36.4,29.4,45.0,36.3,f
12933,16,81.5,57.5,71.6,68.3,60.1,d
12934,15,54.6,51.6,49.5,57.5,54.6,e
12935,19,72.9,54.6,44.5,66.1,56.5,d
12936,18,83.9,93.3,96.2,100.0,93.1,b
12937,17,67.0,43.2,59.7,53.4,45.8,e
12938,19,65.6,16.7,56.2,36.9,35.5,f
12939,18,86.2,42.7,39.7,63.1,53.7,e
12940,19,70.9,52.0,43.6,39.1,50.4,e
12941,18,76.6,29.1,34.6,34.6,40.4,e
12942,16,60.0,11.3,15.8,19.9,20.4,f
12943,14,89.5,64.3,59.2,59.7,57.5,d
12944,17,80.0,80.4,100.0,85.4,97.7,a
12945,18,98.6,38.5,72.1,33.8,49.5,e
12946,19,87.8,42.6,63.9,34.3,37.0,f
12947,18,80.0,72.9,91.4,84.8,81.1,c
12948,17,80.7,60.9,61.5,77.9,62.3,d
12949,17,66.6,10.8,25.8,37.3,37.9,f
12950,14,72.3,100.0,75.1,99.2,95.1,a
12951,14,83.7,88.6,89.4,79.5,79.5,c
12952,14,75.8,59.2,60.8,84.7,59.8,d
12953,19,97.7,62.5,93.0,78.6,74.2,c
12954,18,77.7,93.2,75.9,68.0,78.1,c
12955,15,50.6,42.5,34.3,25.1,20.1,f
12956,16,56.3,93.8,88.8,78.6,77.4,c
12957,16,52.3,44.2,10.3,33.0,35.9,f
12958,15,95.2,61.6,63.3,53.7,60.4,d
12959,16,65.8,46.7,49.4,51.1,50.7,e
12960,16,91.8,96.9,70.5,80.1,83.9,c
12961,18,72.3,87.0,100.0,84.6,88.6,b
12962,18,96.0,46.5,82.2,79.6,76.5,c
12963,14,74.1,48.8,69.3,54.6,48.9,e
12964,16,93.0,92.9,97.7,93.5,95.0,b
12965,19,83.6,86.3,96.1,88.3,93.1,b
12966,19,63.3,52.7,48.2,40.4,44.6,e
12967,18,78.8,50.6,59.5,64.0,57.6,d
12968,18,63.4,67.0,75.7,66.6,65.1,d
12969,14,60.0,49.2,76.1,66.1,73.8,c
12970,19,66.0,19.7,14.9,9.3,30.2,f
12971,18,64.8,33.5,56.3,46.0,36.8,f
12972,19,74.8,49.0,60.7,59.2,69.6,d
12973,19,81.9,70.1,76.6,67.4,79.9,c
12974,15,98.4,68.5,60.6,67.2,61.4,d
12975,14,73.5,65.8,53.7,54.6,70.3,c
12976,17,88.0,98.2,82.2,77.6,84.3,c
12977,16,74.6,33.3,24.2,38.6,30.4,f
12978,14,71.7,47.1,64.3,64.5,60.0,d
12979,15,70.6,60.1,57.8,42.9,46.9,e
12980,19,93.8,95.7,74.0,85.5,89.3,b
12981,16,57.3,72.2,63.2,61.6,69.7,d
12982,15,64.5,80.9,68.0,67.0,71.1,c
12983,17,86.0,71.4,100.0,76.9,81.2,c
12984,17,64.8,43.0,36.8,39.9,40.7,e
12985,15,50.1,42.2,25.7,58.6,50.1,e
12986,19,60.8,55.9,49.3,52.8,48.6,e
12987,17,51.5,52.3,72.6,63.4,64.4,d
12988,14,64.6,94.6,84.3,87.8,93.4,b
12989,15,66.3,76.3,55.2,73.2,65.5,d
12990,19,97.7,77.8,77.6,91.6,80.9,c
12991,14,90.4,70.1,59.9,57.5,57.2,d
12992,14,56.1,54.9,56.1,65.8,61.2,d
12993,17,56.1,58.6,82.0,46.8,70.6,c
12994,16,99.8,89.0,84.0,79.9,86.5,b
12995,15,83.6,96.0,100.0,83.1,97.4,a
12996,16,81.3,100.0,92.2,100.0,100.0,a
12997,15,79.4,48.8,69.0,45.5,57.4,d
12998,16,57.5,79.9,58.9,99.7,70.4,c
12999,15,63.2,65.5,70.3,72.5,64.9,d
13000,17,71.6,83.4,71.9,76.9,73.8,c
13001,18,72.3,20.8,13.2,23.6,28.8,f
13002,19,98.5,96.4,100.0,95.6,100.0,a
13003,14,52.2,92.0,98.0,94.0,91.5,b
13004,15,50.7,74.2,60.4,82.9,62.5,d
13005,15,95.7,67.2,70.7,69.9,62.3,d
13006,17,93.9,35.9,59.6,55.8,50.4,e
13007,17,64.5,18.3,24.1,24.2,26.8,f
13008,19,66.1,74.5,72.9,56.0,75.8,c
13009,19,79.6,50.9,70.5,53.8,58.2,d
13010,18,60.1,73.4,49.1,51.7,56.5,d
13011,15,93.8,52.5,83.8,57.4,59.6,d
13012,14,63.5,52.5,58.7,63.5,64.3,d
13013,19,53.0,69.8,91.5,76.4,75.1,c
13014,19,76.6,100.0,91.7,89.2,97.3,a
13015,15,86.7,65.5,58.7,77.7,68.8,d
13016,14,97.8,70.5,62.7,70.6,54.7,e
13017,18,81.2,21.1,31.1,31.8,35.2,f
13018,17,55.1,81.3,59.4,85.0,83.8,c
13019,19,83.1,100.0,88.5,67.8,78.7,c
13020,17,54.6,45.2,45.4,27.7,39.6,f
13021,18,59.7,35.5,25.4,55.4,42.9,e
13022,18,64.8,61.0,65.4,86.3,77.7,c
13023,14,52.8,65.7,73.8,75.2,75.0,c
13024,14,68.3,67.7,63.5,71.6,67.8,d
13025,18,88.4,63.2,62.8,56.6,51.9,e
13026,15,52.7,74.3,90.8,74.2,85.4,b
13027,15,74.8,57.2,64.6,54.4,68.6,d
13028,18,61.3,68.7,59.2,53.6,70.2,c
13029,15,78.3,56.4,25.0,41.5,38.9,f
13030,14,74.6,52.9,50.3,53.4,41.5,e
13031,14,58.3,11.9,18.7,35.3,30.0,f
13032,16,92.6,54.8,54.0,49.2,56.2,d
13033,17,75.0,89.8,84.9,65.4,85.5,b
13034,18,99.3,87.6,74.6,97.2,88.3,b
13035,19,99.2,88.5,100.0,100.0,100.0,a
13036,17,62.6,88.2,88.2,77.9,78.9,c
13037,18,94.2,47.5,40.5,43.2,40.9,e
13038,15,86.0,93.7,66.6,72.5,79.7,c
13039,16,71.6,80.1,86.1,73.8,78.4,c
13040,15,90.8,94.3,92.0,94.0,98.8,a
13041,14,71.0,72.8,59.2,73.5,68.4,d
13042,19,74.6,33.1,62.7,33.7,41.1,e
13043,15,68.6,85.3,58.7,72.2,76.6,c
13044,16,92.2,98.7,69.7,75.2,81.7,c
13045,16,95.3,61.4,75.5,64.4,71.9,c
13046,14,57.6,17.7,24.2,21.9,25.8,f
13047,19,79.5,77.2,63.5,61.5,61.3,d
13048,15,55.8,85.0,78.8,82.3,76.8,c
13049,14,94.3,53.6,52.0,63.6,53.5,e
13050,16,61.0,47.9,73.5,90.4,62.8,d
13051,14,51.8,35.8,46.8,48.3,38.5,f
13052,19,87.3,51.4,52.3,61.8,54.3,e
13053,15,83.3,48.4,51.6,51.9,54.0,e
13054,15,70.6,47.4,48.9,55.7,45.8,e
13055,15,81.0,32.2,49.1,67.2,50.8,e
13056,14,88.6,77.3,89.2,79.6,76.1,c
13057,14,58.5,53.9,60.8,51.5,51.1,e
13058,17,65.2,48.0,58.1,58.3,52.6,e
13059,15,74.3,89.8,91.5,94.3,77.6,c
13060,14,81.7,67.9,81.5,69.2,76.0,c
13061,15,80.7,72.5,69.1,82.1,67.7,d
13062,15,74.7,93.9,80.5,87.8,80.5,c
13063,16,83.1,63.8,59.6,51.7,57.5,d
13064,19,51.1,51.4,80.5,62.5,64.9,d
13065,15,66.2,59.7,45.0,45.3,41.8,e
13066,18,78.6,57.0,45.2,51.4,58.1,d
13067,18,65.3,57.6,42.0,62.1,48.6,e
13068,14,97.1,96.5,100.0,100.0,94.4,b
13069,17,98.2,58.7,39.5,33.2,46.7,e
13070,16,68.6,86.1,79.4,84.1,77.0,c
13071,17,61.6,81.1,90.2,85.9,84.1,c
13072,15,61.2,42.5,47.8,49.7,45.7,e
13073,16,72.2,55.3,48.8,57.2,49.8,e
13074,14,97.9,39.4,34.0,45.5,43.1,e
13075,19,61.8,63.2,60.6,58.1,53.6,e
13076,17,66.6,100.0,85.3,89.4,95.4,a
13077,14,78.0,43.6,44.0,54.6,39.4,f
13078,17,78.5,57.0,40.5,67.1,60.6,d
13079,19,83.1,68.3,51.8,48.5,59.5,d
13080,18,86.4,83.9,72.1,78.2,71.4,c
13081,15,89.6,58.6,60.8,44.6,61.9,d
13082,19,74.6,43.3,59.2,36.5,51.8,e
13083,15,53.6,11.9,3.9,37.9,22.5,f
13084,15,83.8,75.5,76.8,99.4,84.6,c
13085,14,79.6,74.0,61.6,70.4,72.0,c
13086,19,60.7,42.5,43.5,38.1,33.0,f
13087,18,92.7,80.7,85.5,98.1,94.3,b
13088,17,87.1,95.0,85.3,85.8,87.3,b
13089,18,71.1,61.7,54.7,44.5,52.8,e
13090,15,98.4,100.0,93.1,85.9,99.0,a
13091,14,83.8,44.0,53.1,57.3,47.9,e
13092,19,96.5,100.0,86.1,89.2,92.2,b
13093,19,86.4,89.5,69.5,70.4,87.5,b
13094,14,85.5,58.0,51.5,58.7,61.3,d
13095,14,60.9,53.0,42.3,58.2,60.8,d
13096,17,71.0,40.7,43.5,67.6,42.1,e
13097,14,81.8,24.7,33.8,30.2,35.1,f
13098,18,91.4,53.8,53.9,59.2,56.7,d
13099,19,95.6,93.2,100.0,100.0,99.8,a
13100,15,54.1,21.9,45.7,40.7,39.9,f
13101,15,85.7,75.0,60.3,65.6,70.4,c
13102,19,63.3,40.8,40.3,39.0,37.1,f
13103,16,85.5,59.0,51.9,55.7,62.7,d
13104,15,65.9,56.4,35.4,58.9,51.5,e
13105,14,78.5,100.0,100.0,98.1,97.9,a
13106,19,76.3,25.8,37.7,31.6,39.0,f
13107,19,93.6,41.3,42.9,47.0,37.9,f
13108,14,82.7,36.8,21.6,37.5,33.8,f
13109,18,62.1,61.7,68.1,60.9,64.6,d
13110,14,81.4,57.9,73.3,86.9,75.7,c
13111,14,82.0,72.4,40.1,42.7,40.8,e
13112,16,68.2,40.8,61.6,53.8,45.4,e
13113,16,63.1,44.6,31.1,42.9,49.9,e
13114,19,95.5,53.4,56.3,49.1,50.8,e
13115,18,57.7,66.2,81.9,77.6,70.2,c
13116,14,57.1,68.4,81.3,74.5,76.4,c
13117,17,79.5,73.0,72.2,57.6,61.7,d
13118,19,65.4,40.9,47.9,66.9,55.9,d
13119,17,75.2,39.5,48.1,61.0,48.4,e
13120,15,63.4,16.9,32.1,24.9,23.7,f
13121,14,68.4,74.3,64.8,56.2,70.8,c
13122,16,70.4,84.9,56.5,82.5,71.2,c
13123,16,78.1,35.1,70.1,26.3,46.6,e
13124,16,53.9,31.7,38.5,33.7,31.8,f
13125,14,71.6,34.9,59.8,67.2,52.3,e
13126,14,84.4,51.3,60.5,53.6,60.2,d
13127,17,85.5,61.1,68.9,69.8,62.9,d
13128,19,63.5,85.6,78.5,70.3,83.3,c
13129,17,77.2,14.4,38.5,33.8,37.4,f
13130,16,69.2,55.4,70.6,78.3,68.7,d
13131,19,51.8,88.7,87.3,83.5,83.3,c
13132,18,71.6,59.8,48.9,28.2,52.8,e
13133,18,83.7,69.0,72.7,71.5,75.6,c
13134,17,97.3,63.5,75.9,52.2,69.1,d
13135,18,55.6,54.7,65.1,60.0,61.8,d
13136,17,71.4,96.9,92.9,77.5,84.1,c
13137,17,97.1,100.0,88.0,74.3,99.8,a
13138,17,73.5,78.9,69.9,55.9,63.4,d
13139,18,94.7,98.2,75.7,74.6,85.4,b
13140,19,84.1,74.6,89.9,77.4,75.6,c
13141,15,93.3,91.5,94.6,86.3,93.9,b
13142,18,87.9,100.0,99.6,100.0,100.0,a
13143,14,53.6,65.1,67.7,71.9,65.7,d
13144,17,88.1,43.8,41.3,52.3,37.5,f
13145,19,56.4,39.6,44.2,37.1,35.0,f
13146,17,87.4,100.0,100.0,94.0,89.0,b
13147,15,71.0,19.4,10.1,25.0,27.2,f
13148,17,84.2,77.7,71.4,64.8,73.7,c
13149,16,53.0,66.4,66.3,76.6,71.0,c
13150,16,55.7,75.4,58.7,67.0,65.6,d
13151,15,55.3,61.5,68.9,82.0,81.6,c
13152,17,68.8,36.7,30.6,29.5,30.1,f
13153,15,58.5,59.0,56.9,66.5,69.2,d
13154,16,50.4,66.1,76.3,60.6,66.7,d
13155,19,94.0,45.7,36.8,43.7,44.1,e
13156,18,87.6,66.7,78.3,65.7,74.3,c
13157,16,78.4,65.6,62.6,83.0,70.4,c
13158,19,86.2,68.6,57.7,68.4,66.0,d
13159,14,65.1,46.4,44.9,20.8,48.8,e
13160,19,85.3,42.3,29.5,51.6,39.1,f
13161,16,76.0,95.7,96.9,99.6,86.0,b
13162,18,54.4,34.1,39.3,34.3,36.1,f
13163,19,83.2,63.8,61.7,50.5,54.2,e
13164,17,99.7,59.9,66.4,82.0,69.8,d
13165,17,62.8,62.0,51.6,53.8,41.0,e
13166,18,50.2,39.2,57.7,35.5,52.1,e
13167,15,87.5,38.3,37.1,53.8,45.8,e
13168,15,63.9,54.7,45.1,55.4,43.7,e
13169,16,70.3,54.3,55.0,41.3,47.5,e
13170,16,50.4,53.3,44.4,40.2,49.0,e
13171,18,53.2,43.0,50.5,49.9,43.4,e
13172,15,85.4,29.8,23.4,58.1,37.7,f
13173,17,98.2,45.4,58.0,73.4,59.3,d
13174,14,79.5,42.5,32.9,44.5,36.9,f
13175,14,92.1,66.0,73.5,57.9,58.9,d
13176,19,60.3,39.2,25.2,34.8,34.2,f
13177,19,53.4,38.9,41.8,40.6,40.9,e
13178,19,67.4,73.8,70.7,54.0,56.7,d
13179,15,60.4,82.9,80.3,71.3,77.7,c
13180,17,80.8,53.7,43.8,59.2,52.2,e
13181,18,97.8,82.1,86.1,65.1,78.6,c
13182,15,61.6,43.0,41.7,31.5,23.0,f
13183,18,95.1,59.0,67.7,61.9,66.9,d
13184,18,76.9,58.3,82.2,70.7,65.7,d
13185,16,55.1,24.9,29.1,15.9,23.3,f
13186,16,76.8,68.5,88.8,52.8,69.0,d
13187,15,73.4,47.7,45.7,54.6,40.0,e
13188,18,87.5,85.7,100.0,94.6,84.7,c
13189,19,87.4,89.8,78.4,79.0,82.2,c
13190,19,82.1,88.6,78.7,97.5,76.8,c
13191,18,83.4,55.4,47.1,73.2,56.7,d
13192,16,80.4,68.6,59.6,57.4,51.5,e
13193,18,61.8,61.7,64.6,47.7,62.1,d
13194,15,96.3,73.1,73.6,53.1,66.5,d
13195,19,60.6,65.0,71.3,67.4,65.5,d
13196,15,79.8,52.9,68.7,74.0,63.6,d
13197,16,88.7,79.3,91.2,99.5,82.3,c
13198,14,54.2,76.6,69.9,62.4,59.8,d
13199,14,72.5,45.3,64.3,68.1,59.8,d
13200,16,51.5,80.8,71.6,80.6,68.5,d
13201,17,61.3,56.7,66.6,57.7,74.4,c
13202,14,81.8,45.4,54.0,37.2,43.0,e
13203,19,95.7,53.6,33.1,45.7,41.3,e
13204,14,65.2,63.2,76.9,84.4,78.5,c
13205,19,91.7,66.0,74.6,62.9,73.7,c
13206,15,76.2,97.6,71.5,91.4,84.4,c
13207,16,88.0,77.7,71.1,91.3,83.2,c
13208,14,90.5,52.5,47.4,56.8,54.5,e
13209,18,81.8,41.0,49.1,50.6,43.9,e
13210,18,71.1,51.8,68.2,68.1,64.5,d
13211,14,79.2,58.6,50.7,61.0,56.1,d
13212,14,84.6,100.0,100.0,89.2,91.4,b
13213,17,93.1,86.1,80.4,76.5,84.0,c
13214,19,77.4,100.0,100.0,95.7,97.7,a
13215,14,93.7,82.6,82.6,88.6,85.2,b
13216,15,69.4,65.1,55.8,41.2,62.3,d
13217,17,88.0,91.0,100.0,69.7,81.2,c
13218,14,80.5,80.7,58.6,71.3,78.8,c
13219,15,53.9,47.4,61.1,42.7,57.8,d
13220,14,75.1,78.8,78.8,85.8,86.2,b
13221,16,88.2,63.8,50.9,39.3,63.0,d
13222,18,83.6,94.1,85.4,89.6,85.6,b
13223,16,78.2,71.5,89.3,69.7,73.2,c
13224,15,89.6,69.8,65.7,61.8,59.9,d
13225,16,95.2,64.2,29.8,56.9,45.5,e
13226,17,57.2,47.8,24.7,44.1,36.3,f
13227,14,62.8,52.5,51.5,44.7,56.8,d
13228,14,99.4,39.8,33.4,33.5,42.8,e
13229,15,62.1,44.2,44.7,22.3,30.6,f
13230,19,91.4,62.6,65.5,87.2,59.8,d
13231,18,76.6,59.4,54.4,41.5,59.0,d
13232,14,69.2,81.1,82.4,79.8,82.9,c
13233,15,86.4,63.4,62.6,82.8,71.8,c
13234,16,87.7,50.1,54.5,58.8,59.6,d
13235,15,63.6,82.3,74.8,83.9,86.7,b
13236,19,50.6,51.5,57.1,70.0,56.0,d
13237,19,88.9,100.0,91.5,77.7,95.4,a
13238,15,84.5,90.2,93.6,98.6,93.5,b
13239,14,56.0,75.2,85.8,67.5,75.1,c
13240,15,51.8,52.1,54.9,58.5,56.3,d
13241,17,83.0,82.1,61.3,96.5,85.4,b
13242,18,80.1,51.3,66.1,42.5,48.4,e
13243,16,88.2,38.7,68.4,64.8,66.0,d
13244,15,93.7,71.4,45.8,68.6,58.0,d
13245,15,83.2,58.9,58.9,44.4,60.4,d
13246,14,81.8,36.2,55.3,53.4,46.0,e
13247,14,76.0,66.9,75.0,72.5,78.3,c
13248,16,78.3,42.7,41.4,51.4,42.0,e
13249,17,98.7,31.8,59.1,59.0,60.8,d
13250,14,52.3,55.5,59.3,37.5,42.8,e
13251,15,77.2,51.9,84.5,61.6,60.0,d
13252,19,62.4,92.8,89.4,91.7,79.8,c
13253,19,86.3,97.6,100.0,87.4,91.8,b
